Organism Name	baseMean	controlMean	experimentalMean	log2FoldChange	lfcSE	stat	pvalue	padj
Lactonifactor	0.558816104961786	0	1.11763220992357	2.61504494919943	4.92830427522212	0.530617592413482	0.595683802179782	0.999305423788884
Neisseria	0.558816104961786	0	1.11763220992357	2.61504494919943	4.92830427522212	0.530617592413482	0.595683802179782	0.999305423788884
Petrimonas	0.558816104961786	0	1.11763220992357	2.61504494919943	4.92830427522212	0.530617592413482	0.595683802179782	0.999305423788884
Pontibacter	0.558816104961786	0	1.11763220992357	2.61504494919943	4.92830427522212	0.530617592413482	0.595683802179782	0.999305423788884
Robinsoniella	0.558816104961786	0	1.11763220992357	2.61504494919943	4.92830427522212	0.530617592413482	0.595683802179782	0.999305423788884
Coriobacterium	0.444569852509731	0.889139705019461	0	-1.90422682137885	4.89158002177331	-0.389286654394447	0.697064107502256	0.999305423788884
Streptomyces	0.444569852509731	0.889139705019461	0	-1.90422682137885	4.89158002177331	-0.389286654394447	0.697064107502256	0.999305423788884
Oribacterium	0.441380571114397	0.882761142228794	0	-1.89477894227879	4.66032898610314	-0.406576219818156	0.684319265832306	0.999305423788884
Holdemanella	0.438191289719063	0.876382579438127	0	-1.88527360062098	4.89297717863804	-0.385301940268961	0.700013724175575	0.999305423788884
Mitsuokella	0.438191289719063	0.876382579438127	0	-1.88527360062098	4.89297717863804	-0.385301940268961	0.700013724175575	0.999305423788884
Pseudobutyrivibrio	0.438191289719063	0.876382579438127	0	-1.88527360062098	4.89297717863804	-0.385301940268961	0.700013724175575	0.999305423788884
Anaerobiospirillum	0.408556961242127	0.444569852509731	0.372544069974524	0.362535826487237	4.72742040889839	0.0766878752320902	0.938871850297788	0.999305423788884
Dorea	0.408556961242127	0.444569852509731	0.372544069974524	0.362535826487237	4.72742040889839	0.0766878752320902	0.938871850297788	0.999305423788884
Helicobacter	0.408556961242127	0.444569852509731	0.372544069974524	0.362535826487237	4.72742040889839	0.0766878752320902	0.938871850297788	0.999305423788884
Odoribacter	0.408556961242127	0.444569852509731	0.372544069974524	0.362535826487237	4.72742040889839	0.0766878752320902	0.938871850297788	0.999305423788884
Clostridioides	0.405367679846794	0.438191289719063	0.372544069974524	0.37278507722809	4.72660318882694	0.0788695522630933	0.937136381551968	0.999305423788884
Enterococcus	0.405367679846794	0.438191289719063	0.372544069974524	0.37278507722809	4.72660318882694	0.0788695522630933	0.937136381551968	0.999305423788884
Flavobacterium	0.405367679846794	0.438191289719063	0.372544069974524	0.37278507722809	4.72660318882694	0.0788695522630933	0.937136381551968	0.999305423788884
Chryseobacterium	0.372544069974524	0	0.745088139949047	2.44128577298549	4.93390975630724	0.494797410889951	0.620743132162643	0.999305423788884
Desulfovibrio	0.372544069974524	0	0.745088139949047	2.44128577298549	4.93390975630724	0.494797410889951	0.620743132162643	0.999305423788884
Mogibacterium	0.372544069974524	0	0.745088139949047	2.44128577298549	4.93390975630724	0.494797410889951	0.620743132162643	0.999305423788884
Acidaminococcus	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Algoriphagus	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Barnesiella	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Bifidobacterium	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Caldanaerobacter	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Candidatus	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Catenibacterium	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Collinsella	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Effusibacillus	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Emergencia	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
endosymbiont	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Ileibacterium	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Lachnoclostridium	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Paludibacter	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Senegalimassilia	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Tannerella	0.222284926254865	0.444569852509731	0	-0.902239193405311	4.99620195510191	-0.180585012678277	0.856693320616231	0.999305423788884
Anaerovibrio	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Faecalitalea	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Formosa	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Hespellia	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Lebetimonas	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Phocaeicola	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Solirubrum	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Veillonellaceae	0.219095644859532	0.438191289719063	0	-0.891721701447736	4.99695552663585	-0.178452999370214	0.858367229726483	0.999305423788884
Anaerococcus	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Angelakisella	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Butyrivibrio	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Chitinophaga	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Dubosiella	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Gordonibacter	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Pseudomonas	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Runella	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
Solobacterium	0.186272034987262	0	0.372544069974524	1.81132687877475	4.93098580515697	0.367335650587436	0.713368664674872	0.999305423788884
